MAL_ID,Name,Average Rating,Genres,English name,Japanese name,Type,Episodes,Premiered,Studios,Members,Favorites
25079,Trapp Ikka Monogatari Specials,Unknown,"Romance, Music, Historical, Drama",Unknown,世界名作劇場・完結版 トラップ一家物語,Special,2,Unknown,Nippon Animation,377,0
25081,Daisougen no Chiisana Tenshi: Bush Baby Specials,Unknown,"Adventure, Drama",Unknown,大草原の小さな天使 ブッシュベイビー,Special,2,Unknown,Nippon Animation,281,0
25083,Nanatsu no Umi no Tico Specials,Unknown,"Adventure, Slice of Life",Unknown,世界名作劇場・完結版 七つの海のティコ,Special,2,Unknown,Nippon Animation,410,0
25085,Meiken Lassie Specials,Unknown,"Adventure, Slice of Life",Unknown,世界名作劇場・完結版 名犬ラッシー,Special,2,Unknown,Nippon Animation,228,0
25087,Ie Naki Ko Remy Specials (2001),6.5,"Adventure, Slice of Life, Drama",Unknown,世界名作劇場・完結版 家なき子レミ,Special,2,Unknown,Nippon Animation,778,1
25089,Araiguma Rascal Specials,Unknown,"Slice of Life, Drama",Unknown,世界名作劇場・完結版 あらいぐまラスカル,Special,2,Unknown,Nippon Animation,307,0
25091,Hyakubanme no Saru,Unknown,"Kids, Historical",Unknown,100ばんめのサル,Movie,1,Unknown,Unknown,152,0
25093,Shiawase no Ouji,Unknown,Kids,The Happy Prince,しあわせの王子,Movie,1,Unknown,Unknown,160,0
25095,Hana Ichi Monme (OVA),Unknown,"Adventure, Kids",Unknown,はないちもんめ,OVA,3,Unknown,Unknown,115,0
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.81,"Comedy, Ecchi, Harem, Romance, School",Shomin Sample,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件,TV,12,Fall 2015,SILVER LINK.,203046,375
25101,Sumiko,Unknown,"Comedy, Slice of Life, Kids",Unknown,スミ子,Special,2,Unknown,Unknown,175,0
25103,Sumiko no Egao,Unknown,"Music, Kids",Unknown,スミ子の笑顔,Music,1,Unknown,Unknown,200,0
25109,Inuyama Kamiko no Kireigoto ja Owaranai!,Unknown,Slice of Life,Unknown,犬山紙子のキレイごとじゃ終わらない！,ONA,2,Unknown,Unknown,214,0
25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,6.06,Music,Unknown,魔女っこ姉妹のヨヨとネネ「初恋」,Special,1,Unknown,ufotable,1428,0
25117,Ryuugajou Nanana no Maizoukin (TV): Nanana Nippon Mukashibanashi,6.67,Comedy,Unknown,龍ヶ嬢七々々の埋蔵金 SDキャラショートムービー,Special,6,Unknown,A-1 Pictures,8120,4
25139,Oh! My Konbu,Unknown,"Comedy, Slice of Life, Shounen",Unknown,OH!MYコンブ,TV,22,Spring 1991,Unknown,248,0
25143,"Kono Danshi, Sekka ni Nayandemasu.",6.97,"Drama, School, Shounen Ai",Unknown,この男子、石化に悩んでます。,OVA,1,Unknown,CoMix Wave Films,19508,49
25149,Lu Ling,Unknown,Kids,Unknown,鹿铃,Movie,1,Unknown,Unknown,250,0
25157,Trinity Seven,7.17,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",Trinity Seven,トリニティセブン,TV,12,Fall 2014,Seven Arcs Pictures,602856,3530
25159,Inou-Battle wa Nichijou-kei no Naka de,7.14,"Harem, Slice of Life, Comedy, Supernatural, Romance, School",When Supernatural Battles Became Commonplace,異能バトルは日常系のなかで,TV,12,Fall 2014,Trigger,323085,777
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.92,"Adventure, Comedy, Fantasy, Shounen",Unknown,ワンピース〝3D2Y〟 エースの死を越えて！　ルフィ仲間との誓い,Special,1,Unknown,Toei Animation,64087,128
25169,Tamayura: More Aggressive Picture Drama,6.25,"Comedy, Drama",Unknown,たまゆら ～もあぐれっしぶ～ ピクチャードラマ『来年の夏、汐入で会おうね、なので』,Special,1,Unknown,TYO Animations,1515,1
25173,Xiao Kedou Zhao Mama,5.81,Kids,Where is Mama,小蝌蚪找妈妈,Movie,1,Unknown,Unknown,375,0
25183,Gangsta.,7.4,"Action, Drama, Seinen",Gangsta.,GANGSTA. ギャングスタ,TV,12,Summer 2015,Manglobe,428797,2906
25193,Donguri Mori e,Unknown,"Fantasy, Kids",Unknown,どんぐり森へ,OVA,1,Unknown,Toei Animation,136,0
25241,AkaKill! Gekijou,6.56,Comedy,AkaKill! Theater,アカ斬る! 劇場,ONA,24,Unknown,C-Station,46822,58
25253,Nekketsu Jinmen Inu: Life Is Movie,Unknown,"Parody, Comedy, Mystery",Unknown,熱血人面犬 Life is Movie,OVA,3,Unknown,Unknown,591,4
25257,Persona 4 the Animation: Mr. Experiment Shorts,6.11,Comedy,Unknown,ミスターじっけん,Special,5,Unknown,AIC ASTA,5033,6
25259,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,6.47,School,Unknown,ペルソナ4 the Animation -A Brief Lesson on Izanagi & Izanami-,Special,1,Unknown,AIC ASTA,5583,7
25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,5.17,"Romance, Slice of Life",Unknown,メグミとタイヨウ 果汁グミ Tweet Love Story,Special,1,Unknown,Madhouse,1146,0
25267,Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,5.19,Mystery,Unknown,メグミとタイヨウII 果汁グミ Tweet Mystery 消えたサファイアロマンの謎,Special,1,Unknown,"Madhouse, MAPPA",797,0
25271,Shinano Mainichi Shinbun,5.48,Slice of Life,Unknown,信濃毎日新聞,Special,1,Unknown,Unknown,2633,1
25283,Kuusen Madoushi Kouhosei no Kyoukan,6.4,"Action, Drama, Fantasy, Magic, School",Sky Wizards Academy,空戦魔導士候補生の教官,TV,12,Summer 2015,Diomedéa,198059,324
25285,Seireitsukai no Blade Dance Specials,6.67,"Action, Supernatural, Ecchi, Fantasy, School",Unknown,精霊使いの剣舞〈ブレイドダンス〉ミニOVA,Special,6,Unknown,TNK,30660,21
25291,Yomiuri Shimbun,4.75,Historical,Unknown,読売新聞,Special,1,Unknown,Studio Ghibli,1148,0
25293,Futago no Mahoutsukai Lico to Gli,5.37,"Magic, Music",The Wizard of twins LICO & GLI,双子の魔法使い【リコとグリ】,ONA,4,Unknown,Unknown,550,1
25299,Dosukoi! Wanpaku Dohyou,Unknown,"Drama, Sports",Unknown,どすこい! わんぱく土俵,Movie,1,Unknown,Unknown,169,0
25301,Maya no Isshou,Unknown,"Historical, Slice of Life, Drama",Unknown,マヤの一生,Movie,1,Unknown,Unknown,221,0
25303,Haikyuu!!: Lev Genzan!,7.73,"Shounen, Sports",Unknown,ハイキュー!! リエーフ見参！,OVA,1,Unknown,Production I.G,87888,190
25305,Isewan Taifuu Monogatari,Unknown,"Historical, Drama",Unknown,伊勢湾台風物語,Movie,1,Unknown,Unknown,285,0
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.1,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Unknown,銀魂 〜布団に入ってから拭き残しに気付いて寝るに寝れない時もある〜,Special,1,Unknown,Sunrise,29965,70
25329,Sensuikan ni Koi wo Shita Kujira no Hanashi,Unknown,Kids,Unknown,せんすい艦に恋をしたクジラの話,Movie,1,Unknown,Unknown,179,0
25341,Diamond no Ace OVA,7.58,"Comedy, Sports, School, Shounen",Unknown,ダイヤのA[エース] OAD,OVA,3,Unknown,"Production I.G, Madhouse",13739,33
25345,Rance 01: Hikari wo Motomete The Animation,7.64,"Fantasy, Hentai, Magic",Unknown,ランス01 光をもとめて THE ANIMATION,OVA,4,Unknown,Seven,26598,405
25363,Gensei Shugoshin P-hyoro Ikka OVA,Unknown,"Adventure, Fantasy, Shoujo",Unknown,現世守護神ぴーひょろ一家 OVA,OVA,3,Unknown,Unknown,505,1
25365,Pokemon XY: Koukoku no Princess Diancie,6.26,"Comedy, Fantasy, Kids","Diancie, Princess of the Diamond Domain",鉱国のプリンセス ディアンシー,Special,1,Unknown,OLM,5347,0
25375,Moon Pride,6.84,"Music, Supernatural, Magic, Romance",Unknown,MOON PRIDE,Music,1,Unknown,Toei Animation,4487,11
25377,TOTO Green Challenge,5.08,Slice of Life,Unknown,TOTO GREEN CHALLENGE,ONA,1,Unknown,Liberty Animation Studio,285,0
25383,Doraemon Movie 35: Nobita no Space Heroes,6.88,"Comedy, Kids, Shounen, Space",Unknown,映画 ドラえもん のび太の宇宙英雄記[スペースヒーローズ],Movie,1,Unknown,Shin-Ei Animation,2341,3
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",7.11,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Dragon Ball Z:Resurrection 'F',ドラゴンボールZ 復活の「F」,Movie,1,Unknown,Toei Animation,120580,120
25393,Master of Torque 2,5.3,"Action, Sci-Fi",Unknown,マスター・オブ・トルク2,ONA,1,Unknown,Shimogumi,612,0
25397,Absolute Duo,6.51,"Action, Harem, Supernatural, Romance, Ecchi, School",Absolute Duo,アブソリュート・デュオ,TV,12,Winter 2015,8bit,425840,1478
25429,Isuca,6.03,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",Isuca,ISUCA [イスカ],TV,10,Winter 2015,Arms,122521,96
25431,Chain Chronicle: Short Animation,5.98,"Action, Adventure, Magic, Fantasy, Shounen",Unknown,チェインクロニクル ~ショートアニメ~,OVA,8,Unknown,Unknown,9080,6
25437,Brothers Conflict OVA,6.64,"Harem, Romance, Shoujo",Unknown,BROTHERS CONFLICT OVA,OVA,2,Unknown,Brain's Base,21864,27
25439,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,5.64,"Slice of Life, Comedy",Unknown,あいまいみー～妄想カタストロフ～,Special,1,Unknown,Seven,3305,1
25441,Shin Strange+ Special,5.77,"Slice of Life, Comedy, Josei",Unknown,真 ストレンジ・プラス,Special,1,Unknown,Seven,1699,0
25457,Avengers Confidential: Black Widow to Punisher,6.32,"Action, Sci-Fi, Seinen",Marvel Avengers Confidential:Black Widow & Punisher,アベンジャーズ コンフィデンシャル:ブラックウィドウとパニッシャー,Movie,1,Unknown,Madhouse,4393,7
25461,Tatamp,5.46,Music,Unknown,TATAMP,Movie,1,Unknown,Unknown,485,0
25473,Ishinomori Shoutarou no Rekishi Adventure,Unknown,"Samurai, Historical",Unknown,石ノ森章太郎の歴史アドベンチャー,OVA,5,Unknown,Unknown,176,0
25491,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,5.23,Fantasy,Unknown,メグミとタイヨウIII 果汁グミ Tweet Fantasy タイムラインワールド,Special,1,Unknown,"Madhouse, MAPPA",704,0
25495,fake!fake!,6.26,Music,Unknown,FAKE!FAKE!,Music,1,Unknown,Unknown,1300,0
25503,Fuusen Inu Tinny,Unknown,"Adventure, Kids",Unknown,ふうせんいぬティニー,TV,26,Fall 2014,Steve N' Steven,297,0
25517,Magic Kaito 1412,7.88,"Adventure, Comedy, Romance, Shounen",Unknown,まじっく快斗1412,TV,24,Fall 2014,A-1 Pictures,94709,907
25519,Yuuki Yuuna wa Yuusha de Aru,7.38,"Slice of Life, Psychological, Drama, Magic, Fantasy",Yuki Yuna is a Hero,結城友奈は勇者である,TV,12,Fall 2014,Studio Gokumi,119748,1133
25533,Many Mary,4.83,Music,Unknown,メニー・メアリー,Music,1,Unknown,Unknown,367,0
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.26,"Action, Fantasy, Magic, Supernatural",Fate/stay night:Heaven's Feel - I. Presage Flower,劇場版「Fate/stay night [Heaven's Feel] Ⅰ.presage flower」,Movie,1,Unknown,ufotable,265041,1843
25541,Moom,Unknown,Kids,Unknown,ムーム,Movie,1,Unknown,Tonko House,312,0
25543,M3: Sono Kuroki Hagane Recap,6.1,"Action, Mecha",Unknown,M3～ソノ黒キ鋼～,ONA,1,Unknown,"Satelight, C2C",1658,3
25545,Tanu no Magical Holiday,5.5,"Music, Kids",Unknown,たぬのマジカルホリデー,Music,1,Unknown,Unknown,217,0
25547,Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu,Unknown,"Comedy, Kids",Unknown,ももんず さんどうぃっち 番外編 たぬの休日,ONA,1,Unknown,Unknown,172,0
25549,Psychedelic Afternoon,5.16,Music,Unknown,PSYCHEDELIC AFTERNOON,Music,1,Unknown,Unknown,999,0
25567,DRAMAtical Murder: Data_xx_Transitory,6.06,"Sci-Fi, Psychological, Drama, Shounen Ai",Unknown,ドラマティカル マーダー OVA「Data_xx_Transitory」,Special,1,Unknown,NAZ,25721,54
25589,Yeongsimi,Unknown,"Comedy, School, Slice of Life, Kids",Unknown,영심이,TV,13,Unknown,Unknown,150,0
25591,Tokyo Juushouden: Fuuma Gogyou Denshou,5.39,"Action, Adventure, Supernatural, Shounen",Unknown,倒凶十将伝 封魔五行伝承,OVA,3,Unknown,Unknown,566,0
25597,Vampiyan Kids Specials,Unknown,"Fantasy, Comedy, Kids",Vampiyan Kids,バンパイヤン・キッズ,Special,3,Unknown,Production I.G,201,0
25599,Vampiyan Kids Promotion,Unknown,"Comedy, Fantasy, Kids",Unknown,プロモーション,Special,1,Unknown,Production I.G,199,0
25601,Pink Lady Monogatari: Eikou no Tenshi-tachi Recaps,Unknown,"Music, Slice of Life, Drama",Unknown,ピンク・レディー物語 栄光の天使たち総集編,Special,2,Unknown,Toei Animation,172,1
25605,Mochi Mochi no Ki (OVA),Unknown,"Kids, Drama",The Tree of Courage,モチモチの木,OVA,1,Unknown,Unknown,136,0
25607,Sekai no Fushigi Tanken Series,Unknown,"Adventure, Fantasy, Historical",Unknown,世界の不思議・探検シリーズ,TV,10,Unknown,Unknown,137,0
25609,Genki Genki Non-tan,Unknown,"Kids, Music",Unknown,げんき げんき ノンタン,TV,15,Fall 2002,Polygon Pictures,192,0
25611,Genki Genki Non-tan (2004),Unknown,"Music, Kids",Unknown,げんき げんき ノンタン,TV,10,Spring 2004,Polygon Pictures,181,0
25613,Genki Genki Non-tan: Utaou! Christmas,Unknown,"Music, Kids",Unknown,げんき げんき ノンタン うたおう!クリスマス,OVA,1,Unknown,Polygon Pictures,155,0
25615,Genki Genki Non-tan (2006),Unknown,"Music, Kids",Unknown,げんき げんき ノンタン,TV,10,Fall 2006,Polygon Pictures,176,0
25617,Genki Genki Non-tan: Deka Deka Arigatou,Unknown,"Kids, Music",Unknown,げんきげんきノンタン でかでか ありがとう,OVA,1,Unknown,Unknown,140,0
25619,Genki Genki Non-tan: Spoon Tan Tan Tan,Unknown,"Kids, Music",Unknown,げんきげんきノンタン　スプーン たんたんたん,OVA,1,Unknown,Polygon Pictures,156,0
25623,Rouge: Lady's Comic Video,Unknown,"Drama, Josei, Romance",Unknown,ルージュ レディースコミックビデオ,OVA,2,Unknown,Unknown,468,0
25627,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Unknown,Kids,Unknown,"""いそっぷ""のおはなしより 牛とかえる, よくばった犬",Movie,1,Unknown,Unknown,343,8
25633,Futari no Tarou,Unknown,"Adventure, Kids",Unknown,ふたりのタロウ,OVA,1,Unknown,Unknown,123,0
25635,Space☆Dandy Picture Drama,6.15,"Space, Comedy, Sci-Fi",Unknown,スペース☆ダンディ ピクチャードラマ,Special,2,Unknown,Bones,4378,6
25639,Toilet no Kamisama,5.83,Music,Unknown,トイレの神様,Music,1,Unknown,Unknown,328,1
25641,Monotonous Purgatory,6.18,Music,Unknown,MONOTONOUS PURGATORY,Music,1,Unknown,Unknown,1308,0
25647,Sabage-bu! Specials,7.29,"Action, Military, Comedy, Shoujo",Unknown,さばげぶっ！OVA SPECIAL MISSION,Special,6,Unknown,Pierrot Plus,16079,16
25649,Junjou Romantica 3,7.76,"Comedy, Drama, Romance, Shounen Ai",Junjo Romantica 3,純情ロマンチカ 3,TV,12,Summer 2015,Studio Deen,92499,592
25661,Mikan Enikki Specials,6.43,"Slice of Life, Comedy, Shoujo",Unknown,みかん絵日記,Special,2,Unknown,Nippon Animation,335,0
25667,Boy Meets Harem The Animation,7.15,"Harem, Hentai",Unknown,ボーイ・ミーツ・ハーレム THE ANIMATION,OVA,1,Unknown,Unknown,15092,107
25669,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,6.26,Hentai,Unknown,肉牝R30 ~肉欲に堕ちた牝たち~ THE ANIMATION,OVA,1,Unknown,Office Takeout,2481,6
25681,Kamisama Hajimemashita◎,8.16,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",Kamisama Kiss Season 2,神様はじめました◎,TV,12,Winter 2015,TMS Entertainment,247905,1783
25687,Digimon Adventure tri. 1: Saikai,7.48,"Action, Adventure, Comedy, Drama",Digimon Adventure tri. Reunion,デジモンアドベンチャーtri.（トライ）第１章「再会」,Movie,1,Unknown,Toei Animation,99330,311
25689,Hyakka Ryouran: Samurai After,6.69,"Ecchi, Harem",Unknown,百花繚乱 サムライアフター,OVA,2,Unknown,Arms,18363,14
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,Unknown,"Adventure, Fantasy, Kids",Unknown,あいうえお・アニメ世界の童話 イソップ物語アニメシリーズ,TV,26,Summer 1989,Unknown,631,4
25719,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.89,"Slice of Life, Comedy, Seinen",Unknown,普通の女子校生が【ろこどる】やってみた。流川、案内してみた。,Special,1,Unknown,feel.,8887,3
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.64,"Comedy, Drama, Slice of Life",Unknown,たまゆら～卒業写真～ 第1部 芽-きざし-,Movie,1,Unknown,TYO Animations,9250,7
25731,Cross Ange: Tenshi to Ryuu no Rondo,7.41,"Action, Mecha, Sci-Fi",Cross Ange:Rondo of Angel and Dragon,クロスアンジュ 天使と竜の輪舞〈ロンド〉,TV,25,Fall 2014,Sunrise,154537,1399
25749,Yatterman Specials,6.18,"Adventure, Comedy, Parody",Unknown,ヤッターマン,Special,2,Unknown,Tatsunoko Production,487,0
25755,Yowamushi Pedal: Re:RIDE,7.37,"Sports, Drama, Shounen",Yowapeda Re:RIDE,弱虫ペダル Re:RIDE,Movie,1,Unknown,TMS Entertainment,9579,8
25777,Shingeki no Kyojin Season 2,8.45,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",Attack on Titan Season 2,進撃の巨人 Season2,TV,12,Spring 2017,Wit Studio,1591506,18262
25781,Shingeki no Kyojin: Kuinaki Sentaku,8.38,"Action, Fantasy, Shoujo",Unknown,進撃の巨人 悔いなき選択,OVA,2,Unknown,Wit Studio,323012,1842
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.6,"Drama, Josei",Unknown,昭和元禄落語心中 与太郎放浪篇,OVA,2,Unknown,Studio Deen,8788,12
25805,Pokemon Movie 18: Ring no Choumajin Hoopa,6.5,"Adventure, Fantasy, Kids",Pokemon the Movie:Hoopa and the Clash of Ages,ポケモン・ザ・ムービーXY『光輪（リング）の超魔神 フーパ』,Movie,1,Unknown,OLM,32039,38
25809,Oretachi Ijiwaru Kei,Unknown,Comedy,Unknown,おれたちイジワルケイ,TV,14,Winter 2005,Karaku,243,0
25815,Yokohama Bakkure-tai,Unknown,"Action, Comedy, Romance, Shounen",Unknown,横浜ばっくれ隊,OVA,4,Unknown,Toei Animation,264,0
25833,Zephyr,6.09,"Music, Drama",Unknown,ZEPHYR [ゼファー],Special,1,Unknown,Satelight,2203,7
25835,Shirobako,8.35,"Comedy, Drama",Shirobako,SHIROBAKO,TV,24,Fall 2014,P.A. Works,349479,5909
25839,Bonjour♪Koiaji Pâtisserie,6.15,"Comedy, Harem, Romance, Shoujo, Slice of Life",Bonjour♪Sweet Love Patisserie,Bonjour♪恋味パティスリー,ONA,24,Unknown,"SILVER LINK., Connect",47250,78
25857,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.63,"Music, Shoujo",Unknown,劇場版プリパラ　み～んなあつまれ！プリズム☆ツアーズ,Movie,1,Unknown,Tatsunoko Production,1819,4
25859,Re-Kan!,6.77,"Comedy, School, Seinen, Supernatural",RE-KAN!,レーカン！,TV,13,Spring 2015,Pierrot Plus,52790,60
25861,Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,6.48,"Comedy, School, Shoujo Ai",Unknown,犬神さんと猫山さん 猫山さんと温泉旅行,Special,1,Unknown,Seven,12988,5
25867,Rolling☆Girls,6.6,"Action, Adventure, Slice of Life, Super Power",The Rolling Girls,ローリング☆ガールズ,TV,12,Winter 2015,Wit Studio,77126,198
25871,Hello Kitty to Issho,5.92,"Kids, Slice of Life, Comedy",Growing Up With Hello Kitty,ハローキティといっしょ,OVA,16,Unknown,Unknown,425,1
25873,Toukiden Kiwami,5.61,"Action, Fantasy, Martial Arts",Unknown,討鬼伝 極,ONA,1,Unknown,Studio 4°C,900,1
25875,"Wake Up, Girl Zoo!",6.14,Comedy,"Wake Up, Girls! ZOO",うぇいくあっぷがーるZOO！,ONA,10,Unknown,"Ordet, Studio Moriken",5213,5
25877,Demonion: Gaiden,6.52,Hentai,Unknown,デモニオン ~外伝~,OVA,2,Unknown,BreakBottle,5109,11
25879,Working!!!,8.03,"Comedy, Romance, Seinen, Slice of Life",Wagnaria!!3,ワーキング!!!,TV,13,Summer 2015,A-1 Pictures,194901,872
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,6.16,Drama,Unknown,大成建設テレビCM「ベトナム・ノイバイ空港」篇,Special,1,Unknown,Unknown,4194,3
25889,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,5.83,"Adventure, Comedy, Kids, Sci-Fi",Son of Sprout,スティッチ！～いたずらエイリアンの大冒険～ 宇宙一のお兄ちゃん,Special,1,Unknown,Madhouse,603,1
25891,Stitch to Suna no Wakusei,5.75,"Sci-Fi, Adventure, Comedy, Kids",Stitch and the Planet of Sand,スティッチと砂の惑星,Special,1,Unknown,Shin-Ei Animation,567,1
25897,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.73,Comedy,Unknown,ラブライブ School idol project！μ's→NEXT LoveLive！2014～ENDLESS PARADE～幕間ドラマ,Special,3,Unknown,Sunrise,10122,35
25907,Glass no Hana to Kowasu Sekai,6.73,Sci-Fi,Garakowa -Restore the World-,ガラスの花と壊す世界,Movie,1,Unknown,A-1 Pictures,27841,76
25915,Sakura Capusule,6.07,"Slice of Life, Kids",Unknown,サクラカプセル,OVA,1,Unknown,Lerche,1127,2
25921,Koori no Kuni no Misuke,Unknown,"Adventure, Kids",Misuke in The Land of Ice,氷の国のミースケ,Movie,1,Unknown,Unknown,260,0
25923,Oppai Gakuen Marching Band-bu!,6.9,Hentai,Unknown,おっぱい学園マーチングバンド部!,OVA,1,Unknown,Unknown,6223,19
25939,Mahou Shoujo Lyrical Nanoha ViVid,6.74,"Action, Adventure, Magic, Martial Arts",Unknown,魔法少女リリカルなのはViVid,TV,12,Spring 2015,A-1 Pictures,21552,48
25941,Peeping Life: The Perfect Explosion Specials,Unknown,"Slice of Life, Comedy",Unknown,Peeping Life -The Perfect Explosion-,Special,2,Unknown,Unknown,291,0
25943,Hacka Doll,5.72,Fantasy,Hacka Doll,ハッカドール,Special,2,Unknown,Trigger,7308,5
25963,Backkom Meogeujan Yeohaeng,5.63,"Magic, Adventure, Comedy, Kids",My Friend Bernard,빼꼼 머그잔 여행,Movie,1,Unknown,RG Animation Studios,352,1
25965,Backkom 2,5.81,"Comedy, Kids",Bernard,빼꼼 2,TV,52,Unknown,RG Animation Studios,555,0
25967,Backkom Sports,5.78,"Comedy, Kids, Sports",Bernard,빼꼼 Sports,TV,52,Unknown,RG Animation Studios,496,0
25969,Clock,5.06,Dementia,Unknown,CLOCK,Special,1,Unknown,RG Animation Studios,290,0
25971,Angel (Special),5.38,Dementia,Unknown,Angel,Special,1,Unknown,RG Animation Studios,417,1
25973,I Love Picnic,5.48,"Kids, Comedy",Unknown,I Love Picnic,Special,1,Unknown,RG Animation Studios,374,0
25975,I Love Sky,5.42,"Kids, Comedy",Unknown,I Love Sky,Special,1,Unknown,RG Animation Studios,369,0
25977,Contact 2,5.52,"Kids, Comedy, Sci-Fi",Unknown,Contact 2,Special,1,Unknown,RG Animation Studios,317,0
25979,Sheep in the Island,Unknown,Comedy,Unknown,Sheep in the Island,Special,2,Unknown,RG Animation Studios,215,1
25981,Ultra Dino Makera,Unknown,"Action, Kids",Makera Demo,Ultra Dino Makera,Special,1,Unknown,RG Animation Studios,183,1
25983,Private Eye Dol,Unknown,"Comedy, Mystery",Unknown,Private eye dol [プライベート・アイ・ドル],Special,3,Unknown,Unknown,236,0
25985,Contact,5.18,"Sci-Fi, Comedy, Kids",Contact,Contact,Special,1,Unknown,RG Animation Studios,335,0
25987,Tensai Bakavon: Yomigaeru Flanders no Inu,Unknown,"Comedy, Parody",Unknown,天才バカヴォン ～蘇るフランダースの犬～,Movie,1,Unknown,DLE,266,1
25991,Bishoujo Mobage: Mobami-chan,5.39,"Game, Music",Unknown,美少女Mobage モバミちゃん,ONA,1,Unknown,Trigger,2099,2
25999,Minna Atsumare! Falcom Gakuen SC,6.03,"Parody, Comedy, School, Seinen",Unknown,みんな集まれ！ファルコム学園ＳＣ,TV,12,Winter 2015,Unknown,2602,1
26007,SheepWolf,Unknown,"Kids, Comedy",SheepWolf,SheepWolf,ONA,1,Unknown,RG Animation Studios,207,1
26009,His Lipstick,Unknown,"Kids, Comedy",His Lipstick,his Lipstick,ONA,1,Unknown,RG Animation Studios,172,0
26011,Super Backkom,5.58,"Comedy, Kids, Super Power",Super Bernard,슈퍼빼꼼,Special,1,Unknown,RG Animation Studios,288,0
26013,Backkom Mission Impossible,5.88,"Comedy, Kids, Parody",Unknown,빼꼼의미션임파서블,ONA,2,Unknown,RG Animation Studios,304,0
26015,Backkom: Jung-gug Gijeogwi,5.52,"Comedy, Kids",Unknown,빼꼼- 중국기저귀,Special,1,Unknown,RG Animation Studios,369,0
26017,Backkom Specials,5.85,"Super Power, Comedy, Kids",Unknown,빼꼼,ONA,8,Unknown,RG Animation Studios,321,0
26019,Rokujouma no Shinryakusha!?,6.64,"Comedy, Supernatural, Romance, School",Unknown,六畳間の侵略者!?,Special,1,Unknown,SILVER LINK.,5960,12
26023,Haiyore! Nyaruko-san F,7.5,"Sci-Fi, Comedy, Parody, Romance",Unknown,這いよれ！ニャル子さんF,OVA,1,Unknown,Xebec,45871,77
26031,Super Erotic Anime,Unknown,Hentai,Unknown,スーパーエロティックアニメ,OVA,2,Unknown,Unknown,388,1
26033,Obake Entotsu no Uta,Unknown,"Kids, Historical",Unknown,おばけ煙突のうた,Movie,1,Unknown,Unknown,179,0
26035,Sweet Spot,Unknown,Comedy,Unknown,スイートスポット,OVA,1,Unknown,Unknown,394,1
26043,Kurumiwari Ningyou (2014),Unknown,"Fantasy, Romance, Drama",Unknown,くるみ割り人形 (2014),Movie,1,Unknown,Unknown,291,0
26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,6.22,"Action, Comedy, Fantasy, Magic, Shoujo",Unknown,ふたりはプリキュア Splash Star マジッ★ドキッ♥ シアター,Movie,1,Unknown,Unknown,1550,2
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.45,"Action, Adventure, Supernatural, Drama, Shounen",JoJo's Bizarre Adventure:Stardust Crusaders - Battle in Egypt,ジョジョの奇妙な冒険 スターダストクルセイダース,TV,24,Winter 2015,David Production,641298,13852
